"Provider","Category","Sku","Tier","Region","RegionDisplay","Available"
"Microsoft.Compute","Compute","DCdsv3-Type1",,"switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","DCdsv3-Type1",,"westeurope","West Europe","yes"
"Microsoft.Compute","Compute","DCSv2-Type1",,"austriaeast","Austria East","no"
"Microsoft.Compute","Compute","DCSv2-Type1",,"belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","DCSv2-Type1",,"denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","DCSv2-Type1",,"francecentral","France Central","no"
"Microsoft.Compute","Compute","DCSv2-Type1",,"francesouth","France South","no"
"Microsoft.Compute","Compute","DCSv2-Type1",,"germanynorth","Germany North","no"
"Microsoft.Compute","Compute","DCSv2-Type1",,"germanywestcentral","Germany West Central","no"
"Microsoft.Compute","Compute","DCSv2-Type1",,"italynorth","Italy North","no"
"Microsoft.Compute","Compute","DCSv2-Type1",,"northeurope","North Europe","yes"
"Microsoft.Compute","Compute","DCSv2-Type1",,"norwayeast","Norway East","no"
"Microsoft.Compute","Compute","DCSv2-Type1",,"norwaywest","Norway West","no"
"Microsoft.Compute","Compute","DCSv2-Type1",,"polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","DCSv2-Type1",,"spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","DCSv2-Type1",,"swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","DCSv2-Type1",,"switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","DCSv2-Type1",,"switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","DCSv2-Type1",,"westeurope","West Europe","yes"
"Microsoft.Compute","Compute","DCsv3-Type1",,"austriaeast","Austria East","no"
"Microsoft.Compute","Compute","DCsv3-Type1",,"belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","DCsv3-Type1",,"denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","DCsv3-Type1",,"francecentral","France Central","no"
"Microsoft.Compute","Compute","DCsv3-Type1",,"francesouth","France South","no"
"Microsoft.Compute","Compute","DCsv3-Type1",,"germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","DCsv3-Type1",,"germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","DCsv3-Type1",,"italynorth","Italy North","yes"
"Microsoft.Compute","Compute","DCsv3-Type1",,"northeurope","North Europe","yes"
"Microsoft.Compute","Compute","DCsv3-Type1",,"norwayeast","Norway East","no"
"Microsoft.Compute","Compute","DCsv3-Type1",,"norwaywest","Norway West","no"
"Microsoft.Compute","Compute","DCsv3-Type1",,"polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","DCsv3-Type1",,"spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","DCsv3-Type1",,"swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","DCsv3-Type1",,"switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","DCsv3-Type1",,"switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","DCsv3-Type1",,"westeurope","West Europe","yes"
"Microsoft.Compute","Compute","DDSv4-Type1",,"austriaeast","Austria East","no"
"Microsoft.Compute","Compute","DDSv4-Type1",,"belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","DDSv4-Type1",,"denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","DDSv4-Type1",,"francecentral","France Central","yes"
"Microsoft.Compute","Compute","DDSv4-Type1",,"francesouth","France South","yes"
"Microsoft.Compute","Compute","DDSv4-Type1",,"germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","DDSv4-Type1",,"germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","DDSv4-Type1",,"italynorth","Italy North","yes"
"Microsoft.Compute","Compute","DDSv4-Type1",,"northeurope","North Europe","yes"
"Microsoft.Compute","Compute","DDSv4-Type1",,"norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","DDSv4-Type1",,"norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","DDSv4-Type1",,"polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","DDSv4-Type1",,"spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","DDSv4-Type1",,"swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","DDSv4-Type1",,"switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","DDSv4-Type1",,"switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","DDSv4-Type1",,"westeurope","West Europe","yes"
"Microsoft.Compute","Compute","DDSv4-Type2",,"austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","DDSv4-Type2",,"belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","DDSv4-Type2",,"denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","DDSv4-Type2",,"francecentral","France Central","yes"
"Microsoft.Compute","Compute","DDSv4-Type2",,"francesouth","France South","yes"
"Microsoft.Compute","Compute","DDSv4-Type2",,"germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","DDSv4-Type2",,"germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","DDSv4-Type2",,"italynorth","Italy North","yes"
"Microsoft.Compute","Compute","DDSv4-Type2",,"northeurope","North Europe","yes"
"Microsoft.Compute","Compute","DDSv4-Type2",,"norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","DDSv4-Type2",,"norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","DDSv4-Type2",,"polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","DDSv4-Type2",,"spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","DDSv4-Type2",,"swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","DDSv4-Type2",,"switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","DDSv4-Type2",,"switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","DDSv4-Type2",,"westeurope","West Europe","yes"
"Microsoft.Compute","Compute","DDSv5-Type1",,"austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","DDSv5-Type1",,"belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","DDSv5-Type1",,"denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","DDSv5-Type1",,"francecentral","France Central","yes"
"Microsoft.Compute","Compute","DDSv5-Type1",,"francesouth","France South","yes"
"Microsoft.Compute","Compute","DDSv5-Type1",,"germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","DDSv5-Type1",,"germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","DDSv5-Type1",,"italynorth","Italy North","yes"
"Microsoft.Compute","Compute","DDSv5-Type1",,"northeurope","North Europe","yes"
"Microsoft.Compute","Compute","DDSv5-Type1",,"norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","DDSv5-Type1",,"norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","DDSv5-Type1",,"polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","DDSv5-Type1",,"spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","DDSv5-Type1",,"swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","DDSv5-Type1",,"switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","DDSv5-Type1",,"switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","DDSv5-Type1",,"westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Ddsv6_Type1",,"austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Ddsv6_Type1",,"belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Ddsv6_Type1",,"denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Ddsv6_Type1",,"francecentral","France Central","no"
"Microsoft.Compute","Compute","Ddsv6_Type1",,"francesouth","France South","no"
"Microsoft.Compute","Compute","Ddsv6_Type1",,"germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Ddsv6_Type1",,"germanywestcentral","Germany West Central","no"
"Microsoft.Compute","Compute","Ddsv6_Type1",,"italynorth","Italy North","no"
"Microsoft.Compute","Compute","Ddsv6_Type1",,"northeurope","North Europe","no"
"Microsoft.Compute","Compute","Ddsv6_Type1",,"norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Ddsv6_Type1",,"norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Ddsv6_Type1",,"polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Ddsv6_Type1",,"spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Ddsv6_Type1",,"swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","Ddsv6_Type1",,"switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Ddsv6_Type1",,"switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Ddsv6_Type1",,"westeurope","West Europe","no"
"Microsoft.Compute","Compute","DSv3-Type1",,"austriaeast","Austria East","no"
"Microsoft.Compute","Compute","DSv3-Type1",,"belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","DSv3-Type1",,"denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","DSv3-Type1",,"francecentral","France Central","yes"
"Microsoft.Compute","Compute","DSv3-Type1",,"francesouth","France South","yes"
"Microsoft.Compute","Compute","DSv3-Type1",,"germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","DSv3-Type1",,"germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","DSv3-Type1",,"italynorth","Italy North","no"
"Microsoft.Compute","Compute","DSv3-Type1",,"northeurope","North Europe","yes"
"Microsoft.Compute","Compute","DSv3-Type1",,"norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","DSv3-Type1",,"norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","DSv3-Type1",,"polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","DSv3-Type1",,"spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","DSv3-Type1",,"swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","DSv3-Type1",,"switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","DSv3-Type1",,"switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","DSv3-Type1",,"westeurope","West Europe","yes"
"Microsoft.Compute","Compute","DSv3-Type2",,"austriaeast","Austria East","no"
"Microsoft.Compute","Compute","DSv3-Type2",,"belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","DSv3-Type2",,"denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","DSv3-Type2",,"francecentral","France Central","yes"
"Microsoft.Compute","Compute","DSv3-Type2",,"francesouth","France South","yes"
"Microsoft.Compute","Compute","DSv3-Type2",,"germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","DSv3-Type2",,"germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","DSv3-Type2",,"italynorth","Italy North","no"
"Microsoft.Compute","Compute","DSv3-Type2",,"northeurope","North Europe","yes"
"Microsoft.Compute","Compute","DSv3-Type2",,"norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","DSv3-Type2",,"norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","DSv3-Type2",,"polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","DSv3-Type2",,"spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","DSv3-Type2",,"swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","DSv3-Type2",,"switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","DSv3-Type2",,"switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","DSv3-Type2",,"westeurope","West Europe","yes"
"Microsoft.Compute","Compute","DSv3-Type3",,"austriaeast","Austria East","no"
"Microsoft.Compute","Compute","DSv3-Type3",,"belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","DSv3-Type3",,"denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","DSv3-Type3",,"francecentral","France Central","yes"
"Microsoft.Compute","Compute","DSv3-Type3",,"francesouth","France South","yes"
"Microsoft.Compute","Compute","DSv3-Type3",,"germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","DSv3-Type3",,"germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","DSv3-Type3",,"italynorth","Italy North","yes"
"Microsoft.Compute","Compute","DSv3-Type3",,"northeurope","North Europe","yes"
"Microsoft.Compute","Compute","DSv3-Type3",,"norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","DSv3-Type3",,"norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","DSv3-Type3",,"polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","DSv3-Type3",,"spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","DSv3-Type3",,"swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","DSv3-Type3",,"switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","DSv3-Type3",,"switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","DSv3-Type3",,"westeurope","West Europe","yes"
"Microsoft.Compute","Compute","DSv3-Type4",,"austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","DSv3-Type4",,"belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","DSv3-Type4",,"denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","DSv3-Type4",,"francecentral","France Central","yes"
"Microsoft.Compute","Compute","DSv3-Type4",,"francesouth","France South","yes"
"Microsoft.Compute","Compute","DSv3-Type4",,"germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","DSv3-Type4",,"germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","DSv3-Type4",,"italynorth","Italy North","yes"
"Microsoft.Compute","Compute","DSv3-Type4",,"northeurope","North Europe","yes"
"Microsoft.Compute","Compute","DSv3-Type4",,"norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","DSv3-Type4",,"norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","DSv3-Type4",,"polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","DSv3-Type4",,"spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","DSv3-Type4",,"swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","DSv3-Type4",,"switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","DSv3-Type4",,"switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","DSv3-Type4",,"westeurope","West Europe","yes"
"Microsoft.Compute","Compute","DSv4-Type1",,"austriaeast","Austria East","no"
"Microsoft.Compute","Compute","DSv4-Type1",,"belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","DSv4-Type1",,"denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","DSv4-Type1",,"francecentral","France Central","yes"
"Microsoft.Compute","Compute","DSv4-Type1",,"francesouth","France South","yes"
"Microsoft.Compute","Compute","DSv4-Type1",,"germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","DSv4-Type1",,"germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","DSv4-Type1",,"italynorth","Italy North","yes"
"Microsoft.Compute","Compute","DSv4-Type1",,"northeurope","North Europe","yes"
"Microsoft.Compute","Compute","DSv4-Type1",,"norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","DSv4-Type1",,"norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","DSv4-Type1",,"polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","DSv4-Type1",,"spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","DSv4-Type1",,"swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","DSv4-Type1",,"switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","DSv4-Type1",,"switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","DSv4-Type1",,"westeurope","West Europe","yes"
"Microsoft.Compute","Compute","DSv4-Type2",,"austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","DSv4-Type2",,"belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","DSv4-Type2",,"denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","DSv4-Type2",,"francecentral","France Central","yes"
"Microsoft.Compute","Compute","DSv4-Type2",,"francesouth","France South","yes"
